dt_venda,sk_produto,sk_vendedor,nr_qtd,nrd_valor_total,nrd_custo_venda,sk_date
2023-02-14,64,7,4,85.28045593658683,35.96139023812711,20230214
2023-08-11,71,8,6,158.34072871755794,77.56043868619136,20230811
2023-01-13,94,8,2,15.605879425383964,8.037670158870844,20230113
2023-04-12,20,17,9,152.6618656544303,67.678402062173,20230412
2023-03-20,42,9,10,288.7508603135945,127.93248179160298,20230320
2023-04-08,45,9,10,286.6995990714771,120.0318922533203,20230408
2023-05-18,25,8,5,181.57401617273624,78.98912162274598,20230518
2023-06-25,25,4,8,87.47019951311026,41.25440090187576,20230625
2023-08-07,14,1,1,39.06157471485978,21.718601006721617,20230807
2023-07-20,68,12,4,49.83400487810664,24.983806702615446,20230720
2023-03-22,87,1,9,192.5740989085461,87.26833860502121,20230322
2023-03-11,92,10,10,417.3794144683508,215.2284345071596,20230311
2023-01-31,14,14,1,34.26309523877738,19.90884238287668,20230131
2023-06-29,42,11,6,41.720017721440776,21.66565254518539,20230629
2023-06-01,77,12,8,79.94987050687894,37.98317231466901,20230601
2023-04-27,60,8,3,20.28187879104028,11.875456244770673,20230427
2023-03-31,35,17,3,83.61665666220102,36.46188914987054,20230331
2023-05-25,26,6,8,221.50432231716235,93.32122231307122,20230525
2023-01-03,47,7,1,31.62643465527057,13.499293588443024,20230103
2023-03-15,38,18,4,53.621472917351376,27.73778834832656,20230315
2023-04-11,32,18,4,198.87579799519187,88.76687660405496,20230411
2023-01-16,82,17,2,77.89249973236095,33.71122297057454,20230116
2023-07-01,1,15,1,29.5180354963663,14.570357934454414,20230701
2023-01-21,66,18,6,140.7806133057138,78.61003693658795,20230121
2023-02-09,57,18,8,369.6557913373575,149.88622701440508,20230209
2023-05-20,90,15,3,137.44452785866198,76.14264907398808,20230520
2023-01-25,22,18,5,194.27087351524065,107.0107026629641,20230125
2023-05-06,28,11,4,135.37862209178502,58.1713828025206,20230506
2023-05-28,85,10,3,146.3724268314515,73.11820514479905,20230528
2023-08-13,34,15,10,246.20540861190335,112.67737573846864,20230813
2023-07-31,86,19,2,54.27797412224844,29.471637683490528,20230731
2023-05-05,87,18,5,25.84340807864805,15.284999158176104,20230505
2023-05-17,42,17,2,33.44061726703889,14.145703354084135,20230517
2023-02-25,41,3,5,130.38821925423343,65.42111425099127,20230225
2023-04-14,26,9,10,393.2872005354643,162.14090355552418,20230414
2023-05-20,82,13,1,15.1241081631068,8.745724557719885,20230520
2023-06-07,31,4,7,283.1683368169403,116.296700457741,20230607
2023-02-16,63,1,1,49.62770171072589,21.062871569772845,20230216
2023-06-14,66,6,9,367.8153987289216,217.0432723059965,20230614
2023-01-27,29,7,3,140.10327899160075,73.51238160887377,20230127
2023-01-17,50,19,10,138.5198850350363,59.42128213777188,20230117
2023-03-30,49,10,1,16.11834544948293,7.493536965847436,20230330
2023-06-01,100,17,3,55.0094375156869,27.22073617347902,20230601
2023-05-11,27,20,10,255.0014475047633,110.1938171548552,20230511
2023-05-03,78,16,6,127.6259167532557,73.53012592755533,20230503
2023-08-01,27,19,8,196.79663984181263,113.89612578579032,20230801
2023-02-23,16,11,8,196.58072111800635,106.11489577400862,20230223
2023-06-10,29,13,8,42.23981456932579,20.247125851076525,20230610
2023-03-24,56,17,4,25.671800991928627,11.200917875883189,20230324
2023-01-04,86,14,8,343.1101637181714,172.11824185453924,20230104
2023-07-13,89,1,7,119.29266507930964,68.07264669518678,20230713
2023-07-10,14,3,10,311.9939779792657,152.98740879644387,20230710
2023-05-18,69,2,9,61.08023988424255,29.396248760885594,20230518
2023-01-20,40,16,5,237.2827566680877,112.35246521475386,20230120
2023-07-17,5,15,1,39.494091707810966,17.1899876058321,20230717
2023-05-22,1,17,6,92.3946029621714,47.81462044576202,20230522
2023-03-28,17,4,3,22.85995335815346,13.15731408534637,20230328
2023-04-22,47,11,5,97.96196765909444,55.71506383076986,20230422
2023-01-04,12,12,7,83.08302030586738,36.93274952387711,20230104
2023-02-25,42,5,10,338.6246997012264,192.36674774527663,20230225
2023-07-12,74,1,1,8.248983067563529,4.467792292577528,20230712
2023-01-08,11,9,3,74.594307767764,39.27966949112776,20230108
2023-04-28,20,16,7,289.6795707489583,159.7301497046824,20230428
2023-06-12,64,16,5,140.39302892116993,81.23241907073376,20230612
2023-03-16,37,8,3,92.2410210580451,54.738412394890936,20230316
2023-04-21,65,19,2,74.46705284525319,37.81686910811376,20230421
2023-06-06,98,20,6,45.615715474219655,23.97165990757699,20230606
2023-02-21,96,19,9,86.45371204644411,36.90327547012489,20230221
2023-03-24,95,1,9,388.7107146943085,194.3159600623379,20230324
2023-01-15,97,6,4,85.31560647914534,49.27302733979924,20230115
2023-02-20,95,2,10,203.9040515614192,99.23129559359774,20230220
2023-02-06,17,20,10,185.43665745053147,78.00364359799772,20230206
2023-08-15,39,13,7,288.8406138139967,127.9981525393514,20230815
2023-06-22,21,17,9,436.4029121216096,251.9609992684929,20230622
2023-05-24,46,7,7,268.89252251921044,157.36723149457842,20230524
2023-02-15,10,12,4,102.34124014598476,42.35346448306719,20230215
2023-04-29,61,15,9,397.0154740901618,210.42320984437112,20230429
2023-01-06,97,12,5,182.9959266932196,86.0753947556485,20230106
2023-06-19,90,16,3,141.93764014044706,78.34919219626529,20230619
2023-01-13,55,8,9,380.1985509678438,166.2620118823725,20230113
2023-06-27,10,14,5,132.79050454766485,57.00504374976937,20230627
2023-07-22,20,2,4,70.30107452879898,34.25882368411498,20230722
2023-03-20,90,5,5,156.14666095941152,75.97680940625649,20230320
2023-03-26,13,5,7,113.65374621353682,48.35693108716645,20230326
2023-01-13,65,1,8,103.82130440324104,46.45962601663061,20230113
2023-06-04,3,10,6,37.92885702251536,21.949191784082934,20230604
2023-02-06,45,10,8,355.20687847556127,182.95022054909984,20230206
2023-03-22,5,15,7,286.27742433077225,152.03088758690717,20230322
2023-04-14,53,18,5,208.52391312275492,86.99521237398056,20230414
2023-06-06,23,8,7,312.017077626313,179.80108395367407,20230606
2023-03-14,1,3,4,84.95114775319878,48.989032976457786,20230314
2023-05-03,35,17,4,87.3134936011621,45.70555464279731,20230503
2023-05-20,9,9,5,26.664577688951887,15.647025097371229,20230520
2023-01-07,73,17,4,148.66696397149622,62.107870537680384,20230107
2023-05-22,5,1,8,176.5765553185633,94.5311690322169,20230522
2023-04-29,29,6,2,57.34579646515218,34.07337174178552,20230429
2023-07-09,3,1,2,79.83807332252051,41.2566263851658,20230709
2023-08-05,78,9,5,173.57501798437983,76.56626093300879,20230805
2023-08-13,67,17,2,97.10506806130068,39.43614292827262,20230813
2023-01-12,100,16,10,132.03754723073456,78.10281795154648,20230112
2023-05-01,84,10,1,26.627911429622007,11.10406403782407,20230501
2023-01-18,82,8,7,292.7177036203181,146.87398093113984,20230118
2023-02-23,14,2,8,275.8216550670886,133.9786670299087,20230223
2023-03-14,51,3,8,66.41507846193358,32.321564028778,20230314
2023-07-15,75,16,7,53.97024432594986,23.61442593582815,20230715
2023-06-18,14,3,8,297.69119859992225,167.21379814300352,20230618
2023-07-27,36,14,1,6.146523170992442,2.7041979145397854,20230727
2023-05-24,74,12,2,64.65220798509603,31.46813764257012,20230524
2023-01-21,51,6,9,75.94492307532568,34.528319221942894,20230121
2023-03-16,75,7,4,186.7053185589156,83.76219236671359,20230316
2023-08-01,56,5,10,112.50774924726775,59.08237354991191,20230801
2023-06-27,70,2,9,363.5066138264937,204.4008163215367,20230627
2023-08-04,10,15,3,28.24140798717632,15.400677879555335,20230804
2023-07-26,45,6,4,92.3553660784648,46.63603433585251,20230726
2023-07-02,62,2,5,50.1285510866535,25.33319363983617,20230702
2023-04-26,73,16,5,119.38414458558655,58.242363185110186,20230426
2023-06-16,70,14,2,28.11561607799458,13.077758201782322,20230616
2023-05-17,1,5,6,289.0625662106524,122.30599354531677,20230517
2023-07-26,24,19,2,16.94096288969638,9.88873030863943,20230726
2023-03-19,78,7,1,39.73575271481884,16.608082040508343,20230319
2023-05-30,100,3,8,286.83487222074353,131.50421494726348,20230530
2023-05-25,100,16,3,128.43016133378745,74.70369939508168,20230525
2023-02-04,50,17,2,13.65998587262119,5.889133070727575,20230204
2023-04-18,92,6,6,227.2119796348936,115.36221583356054,20230418
2023-06-20,84,15,6,134.7630604626275,73.69983533165455,20230620
2023-01-13,53,10,9,122.80423740780688,62.02327166807778,20230113
2023-04-30,11,7,3,145.15932529547754,65.01047374658975,20230430
2023-07-20,85,6,8,207.5956878156765,90.76373370404085,20230720
2023-03-18,51,7,6,270.7553494093203,128.81277188187542,20230318
2023-05-28,83,12,5,160.9843628050731,73.45475949863581,20230528
2023-06-23,11,20,6,87.80997138248382,38.022602385340285,20230623
2023-03-29,4,12,2,72.17097566784005,36.02654871332908,20230329
2023-04-01,39,14,1,15.758117092701948,7.866331096431659,20230401
2023-03-15,6,12,5,103.54094777249692,51.49448426383723,20230315
2023-05-17,97,19,5,68.61174301789104,28.88018337959066,20230517
2023-04-05,32,15,5,157.09852983771347,77.68388442175898,20230405
2023-06-08,11,18,4,141.46227100755553,69.26875704194993,20230608
2023-03-13,7,20,10,349.3982452541115,147.22393754211626,20230313
2023-03-07,66,4,3,23.36410436736947,12.09209086267446,20230307
2023-03-05,23,7,6,55.988257632350525,29.039067160599945,20230305
2023-03-06,93,9,9,272.9048687672402,144.73643861407334,20230306
2023-06-20,7,11,6,294.7545428512965,120.65681725189164,20230620
2023-02-14,26,14,2,64.795904310494,36.8503992991728,20230214
2023-03-14,99,14,3,94.74803367604214,40.73770393926089,20230314
2023-04-24,81,3,5,34.9259046562314,20.70539756728744,20230424
2023-03-06,12,15,5,245.78788256782215,113.41448308852604,20230306
2023-02-22,17,18,5,120.11816461283018,58.64408729265426,20230222
2023-04-25,62,3,3,131.84914691905175,55.000126048204855,20230425
2023-05-08,79,1,7,342.37486246989613,145.8621082353329,20230508
2023-08-09,9,13,7,38.68032103918957,19.842703188754967,20230809
2023-03-09,12,18,9,46.50978649524295,23.0744310083404,20230309
2023-06-06,84,14,6,176.69898082632065,82.8962686817952,20230606
2023-04-19,62,17,2,85.22580130598264,39.65026284074528,20230419
2023-02-09,16,5,4,64.69836668702736,37.700943286154406,20230209
2023-02-07,92,7,9,176.2313917326457,74.18327761859649,20230207
2023-02-05,64,20,2,75.29284012197427,39.013022988608576,20230205
2023-06-14,57,1,1,37.278862852412864,17.406712565062726,20230614
2023-01-05,61,10,10,346.1620021832084,154.80133037380358,20230105
2023-04-10,78,16,4,50.30717182052627,25.267472001164933,20230410
2023-08-12,64,11,9,412.9519725969029,166.9313282843968,20230812
2023-07-08,58,13,1,35.78619656002037,20.820380927780807,20230708
2023-08-12,80,2,4,41.70232965804515,17.70026517322471,20230812
2023-06-06,80,15,6,50.24228251741495,29.64140225455092,20230606
2023-06-06,100,15,2,50.24299631761716,23.688104921883987,20230606
2023-07-02,46,19,5,98.960284934622,55.74862968620939,20230702
2023-07-13,81,8,8,48.30049056779752,19.36514403329962,20230713
2023-01-13,15,19,4,115.30198807289815,46.37630805496647,20230113
2023-03-07,1,2,6,70.35136279153545,41.32733228315924,20230307
2023-06-17,1,1,7,264.25202827841144,135.07684675597733,20230617
2023-02-11,54,12,7,200.56404704883187,104.59734226311436,20230211
2023-06-11,96,15,6,278.65400021769045,144.5397933974895,20230611
2023-08-03,92,18,8,281.349789127944,147.18044532809563,20230803
2023-02-15,18,18,10,253.26805786107045,136.1536298515905,20230215
2023-03-09,57,11,1,32.744921276673224,13.138371938110794,20230309
2023-01-22,46,5,8,172.90154938693917,81.274212489716,20230122
2023-05-05,96,2,9,426.0723725862336,234.07896916992533,20230505
2023-01-13,66,7,3,121.87536926578126,58.79495534095303,20230113
2023-04-05,40,6,5,81.21846888155912,45.7335746786324,20230405
2023-05-29,65,1,4,51.283449618687385,21.79962926983117,20230529
2023-08-14,56,1,5,129.5942653593612,77.50620165034692,20230814
2023-03-03,25,2,2,51.93263321286919,28.67169550900305,20230303
2023-07-20,71,2,5,117.66647318129463,59.88197937470532,20230720
2023-07-25,42,3,4,87.63559338868122,43.0127086480884,20230725
2023-04-21,53,12,10,498.3738955259986,287.6782455222083,20230421
2023-03-14,89,13,5,207.58468510232285,93.73655349639564,20230314
2023-08-07,65,12,6,84.71023061328113,46.032768193889,20230807
2023-05-25,42,11,6,135.48645718995704,64.83047500935118,20230525
2023-08-08,34,5,5,92.42749315860118,43.225983976193305,20230808
2023-04-30,62,16,5,34.998750882875,18.89544926240888,20230430
2023-06-08,20,14,9,216.06545832925676,87.05289804999211,20230608
2023-03-12,77,1,10,338.45182699662314,150.91391262295136,20230312
2023-02-20,20,18,6,244.25089609574803,118.11626404344617,20230220
2023-06-17,45,8,8,68.02081684604823,30.09021805116212,20230617
2023-06-25,52,12,1,49.78012607247854,27.67103379839803,20230625
2023-02-12,99,12,3,105.644178865347,54.86830076836146,20230212
2023-04-22,28,3,2,63.02047680316483,25.5381774315994,20230422
2023-07-14,33,20,8,174.13390276140353,77.10458111775714,20230714
2023-08-03,18,8,3,92.7234397625409,47.42536247105229,20230803
2023-07-08,38,7,10,331.0831888637191,147.8825184303886,20230708
2023-07-22,57,18,2,50.3427187618549,20.796118309450367,20230722
2023-06-27,44,1,8,91.51749895155515,41.047387057636094,20230627
2023-05-16,59,6,6,264.22156877346634,118.1996665473452,20230516
2023-06-12,63,5,9,266.8124276313702,122.13607813750036,20230612
2023-04-08,92,14,8,264.7161849783275,147.92378938098042,20230408
2023-04-08,55,17,7,87.98497662957455,35.220308772460186,20230408
2023-06-24,87,16,1,9.986941145779294,4.588607766965457,20230624
2023-03-27,8,18,8,47.814231625606766,23.233749149994708,20230327
2023-01-01,87,11,4,128.17851030087348,62.71328649951508,20230101
2023-07-15,15,18,7,118.17254957506064,61.57067764939183,20230715
2023-08-07,70,14,6,147.1563912846073,63.74283342846663,20230807
2023-07-08,78,4,6,72.12557763353428,29.373991416542268,20230708
2023-08-11,33,3,7,300.0408545022632,155.62319997456504,20230811
2023-07-14,17,11,5,38.54711894578652,17.03581962553992,20230714
2023-08-10,82,15,10,161.3340681714554,70.32651818718196,20230810
2023-06-06,56,12,1,16.45649635264677,9.033290611003444,20230606
2023-05-17,63,7,1,9.543970748884192,5.270333697877457,20230517
2023-04-15,85,11,5,156.55946773236226,87.93217227350512,20230415
2023-02-03,7,4,7,307.3987419812652,134.71040872392194,20230203
2023-04-10,46,20,3,22.038751533145145,12.881566741061734,20230410
2023-07-18,43,4,10,341.8022832920674,152.45343597702652,20230718
2023-03-29,70,13,10,145.3444444270107,75.04322677280473,20230329
2023-05-13,36,6,9,213.64872925693984,113.85547788432126,20230513
2023-03-20,27,19,6,269.35784401458994,120.51360164860736,20230320
2023-05-04,80,17,9,99.37893276522747,42.69683224077592,20230504
2023-04-15,11,5,1,44.47810137366595,25.27622212239024,20230415
2023-08-16,34,11,8,208.23486370018887,103.59364702056378,20230816
2023-06-13,91,19,6,180.21214493582667,74.44791792074143,20230613
2023-05-17,75,15,9,67.53417602755243,34.07571023053649,20230517
2023-04-29,16,14,9,418.11271078644586,240.62819419962847,20230429
2023-06-15,93,12,6,292.48977568325404,125.93200455186296,20230615
2023-07-03,68,5,7,238.24792308783236,109.89268964261989,20230703
2023-01-31,42,3,5,149.80509482494958,76.34832840254717,20230131
2023-06-20,53,14,7,288.5833471667344,138.39244279909104,20230620
2023-07-10,89,11,3,18.465201210327656,10.06171080511607,20230710
2023-06-19,65,6,6,67.48570653290388,39.27241409872587,20230619
2023-06-25,84,9,5,189.0782891437718,112.93294963491024,20230625
2023-06-09,100,14,10,234.1738905019925,126.90857746670922,20230609
2023-07-21,12,15,1,14.249664530218158,6.837478950809979,20230721
2023-01-14,42,19,4,108.80746103794588,48.72201320309927,20230114
2023-05-29,63,12,3,29.93347741315707,17.092285142673163,20230529
2023-06-01,58,1,1,34.19538780461888,13.833134259358172,20230601
2023-03-27,7,8,9,136.1698325547573,81.1425407874612,20230327
2023-04-29,65,20,8,122.80116675599722,51.727725346945554,20230429
2023-02-27,21,9,9,298.4328725676021,127.96697289308226,20230227
2023-01-02,35,6,2,84.45102440125831,39.64095588288863,20230102
